SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Remarks_1,Allotted Quota_2,"Allotte
d
Institu
te",Course_2,Allotted Category,"candidat
e
Category","option
No.",Remarks_2
5300,7688,All India,"M.G.M.
MEDICAL
COLLEGE,JAMS
HEDPUR",MBBS,"Not
Reported",All India,"RAJENDRA
INST. OF MED.
SCI., RANCHI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5301,7689,All India,"BURDWAN
MEDICAL
COLLEGE,BUR
DWAN",MBBS,"Not
Reported",All India,"B.R.D. MEDICAL
COLLEGE,
GORAKHPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5302,7691,All India,"Rangaraya
Medical College,
Kakinada",MBBS,"Not
Reported",All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5303,7693,All India,"SHIMOGA INST.
OF MEDICAL
SCI., SHIMOGA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5304,7696,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,OBC,17,"Fresh
Allotted in
3nd
Round"
5305,7697,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",All India,"NILRATAN
SIRKAR
MEDICAL
COLLEGE,
KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5306,7698,All India,"CHENGALPATT
U MEDICAL
COLL,CHENGAL
PATTU",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5307,7701,All India,"SJP Medical
College,
Bharatpur",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5308,7703,All India,"MAHARAJA K.C.
GAJAPATI
M.C.,BRAHMAP
UR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5309,7705,All India,"Govt Medical
College, Idukki",MBBS,"Not
Reported",-,-,-,-,All India,"GOVT.M
EDICAL
COLLEG
E,
THRISS
UR,Govt.
Medical
College,
Thrissur,
Medical
College
P.O, Pin
-680596,
Thrissur
District.,
Kerala,
680596",MBBS,OBC,OBC,3,"Fresh
Allotted in
3nd
Round"
5310,7709,All India,"MAHARAJA K.C.
GAJAPATI
M.C.,BRAHMAP
UR",MBBS,"Not
Reported",-,-,-,-,All India,"MAHAR
AJA K.C.
GAJAPA
TI
M.C.,BR
AHMAP
UR,MKC
G
MEDICA
L
COLLEG
E
CAMPU
S,
BERHA
MPUR,
GANJAM
, Odisha,
760004",MBBS,Open,OBC,4,"Fresh
Allotted in
3nd
Round"
5311,7712,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5312,7713,All India,"MG Inst. of
Medical
Sciences,
Sevagram
Wardha",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5313,7717,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,Reported,All India,"NILRATA
N
SIRKAR
MEDICA
L
COLLEG
E,
KOLKAT
A,138
AJC
Bose
Road,
Kolkata -
700014,
West
Bengal,
700014",MBBS,EWS,EWS,17,Upgraded
5314,7718,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5315,7720,-,-,-,-,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5316,7723,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,Reported,"Open Seat
Quota","AIIMS, Madurai",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5317,7726,All India,"Government
Medical College,
ESIC, Kollam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5318,7730,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5319,7732,All India,"BURDWAN
MEDICAL
COLLEGE,BUR
DWAN",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5320,7733,"Open
Seat
Quota","AIIMS, Nagpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5321,7736,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5322,7737,All India,"Government
Medical College,
ESIC, Kollam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5323,7738,All India,"Pt. J N M
MEDICAL
COLLEGE,
RAIPUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5324,7739,-,-,-,-,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5325,7740,-,-,-,-,-,-,-,-,"Open
Seat
Quota","AIIMS,
Madurai,
AIIMS
MADUR
AI, Tamil
Nadu,
625008",MBBS,OBC,OBC,6,"Fresh
Allotted in
3nd
Round"
5326,7741,All India,"Jorhat Medical
College and
Hospital,
JORHAT",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5327,7745,All India,"SJP Medical
College,
Bharatpur",MBBS,"Not
Reported",All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5328,7749,All India,"S.C.B. MEDICAL
COLL(DENTAL),
CUTTACK",BDS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5329,7755,-,-,-,-,All India,"Govt. Medical
College, Srinagar",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5330,7756,-,-,-,-,All India,"Govt. Medical
College, Jammu",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5331,7759,All India,"S.S. MEDICAL
COLLEGE,
REWA",MBBS,"Seat
Surrende
red",All India,"VIJAYNAGAR
INST OF MED.
SC,BELLARY",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5332,7760,All India,"SKIMS Medical
College, Bemina,
Srinagar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5333,7765,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5334,7767,All India,"Pt. J N M
MEDICAL
COLLEGE,
RAIPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5335,7768,All India,"Govt Medical
College, Idukki",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5336,7770,All India,"COLLEGE OF
MEDICINE and
JNM HOSPITAL,
KALYANI",MBBS,"Not
Reported",All India,"M.P. SHAH
MEDICAL
COLLEGE,
JAMNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5337,7771,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",All India,"GOVT.
MEDICAL
COLLEGE,
NAGPUR",MBBS,Reported,All India,"GANDHI
MEDICA
L
COLLEG
E,
BHOPAL
,Royal
Market
Sultania
Road
Bhopal,
Madhya
Pradesh,
462001",MBBS,OBC,OBC,15,Upgraded
5338,7775,All India,"Kalpana Chawla
Govt. Medical
College, Karnal",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5339,7777,All India,"College
Government
Medical College
Alwar",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5340,7778,All India,"S.S. MEDICAL
COLLEGE,
REWA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5341,7780,All India,"Government
Medical College,
Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5342,7781,-,-,-,-,-,-,-,-,All India,"GRANT
MEDICA
L COLL
& SIR
J.J.HOS
P,MUMB
AI,Sir JJ
Group of
Hospital
Compou
nd, Sir JJ
Road,
Byculla
Mumbai,
Maharas
htra,
400008",MBBS,EWS,EWS,12,"Fresh
Allotted in
3nd
Round"
5343,7783,-,-,-,-,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5344,7784,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",All India,"Employees State
Insurance
Corporation
Medical College,
Alwar",MBBS,"Not
Reported","Open
Seat
Quota","AIIMS,
Madurai,
AIIMS
MADUR
AI, Tamil
Nadu,
625008",MBBS,OBC,OBC,32,"Fresh
Allotted in
3nd
Round"
5345,7786,All India,"Rangaraya
Medical College,
Kakinada",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5346,7787,-,-,-,-,All India,"GOVT.
MEDICAL
COLLEGE,
NAGPUR",MBBS,Reported,All India,"NILRATA
N
SIRKAR
MEDICA
L
COLLEG
E,
KOLKAT
A,138
AJC
Bose
Road,
Kolkata -
700014,
West
Bengal,
700014",MBBS,OBC,OBC,8,Upgraded
5347,7790,All India,"Govt. Medical
College, Jammu",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5348,7792,All India,"Government
Medical College,
Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5349,7798,All India,"ESIC Medical
College AND
PGIMSR,
Chennai",MBBS,"Not
Reported",All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5350,7799,All India,"KARNATAK
INST. OF
MEDICAL
SC.,HUBLI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5351,7800,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5352,7802,-,-,-,-,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5353,7806,All India,"Sri
Venkateswara
Medical College,
Tirupati",MBBS,"Not
Reported",All India,"GOVT. KILPAUK
MEDICAL
COLLEGE,CHE
NNAI",MBBS,Reported,All India,"STANLE
Y
MEDICA
L
COLLEG
E,
CHENNA
I,No.1,
Old Jail
Road
Chennai,
Tamil
Nadu,
600001",MBBS,Open,GN,7,Upgraded
5354,7809,-,-,-,-,All India,"Dr. B.R.
Ambedkar State
Institute of
Medical
Sciences",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5355,7811,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5356,7814,All India,"CHENGALPATT
U MEDICAL
COLL,CHENGAL
PATTU",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5357,7816,All India,"MAHARANI
LAXMI BAI
MEDICAL
COLL,JHANSI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5358,7819,-,-,-,-,All India,"COLLEGE OF
MEDICINE and
JNM HOSPITAL,
KALYANI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5359,7823,-,-,-,-,-,-,-,-,"Open
Seat
Quota","AIIMS,
Madurai,
AIIMS
MADUR
AI, Tamil
Nadu,
625008",MBBS,OBC,OBC,26,"Fresh
Allotted in
3nd
Round"
5360,7825,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5361,7826,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5362,7831,"IP
Universit
y Quota","Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
5363,7832,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5364,7834,-,-,-,-,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5365,7838,All India,"BPS Govt. Med.
College,
Sonepat(Female
Seat only )",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5366,7840,All India,"KARNATAK
INST. OF
MEDICAL
SC.,HUBLI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5367,7841,All India,"GOVERNMENT
MEDICAL
COLLEGE AND
HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5368,7842,All India,"GOVT.
VELLORE
MEDICAL
COLLEGE,
VELLORE",MBBS,"Not
Reported",All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5369,7844,All India,"Government
Medical College,
Pali",MBBS,"Not
Reported",-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,GN,8,"Fresh
Allotted in
3nd
Round"
5370,7845,All India,"MIDNAPORE
MEDICAL
COLLEGE,
MIDNAPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5371,7847,All India,"Darbhanga
Medical College,
Laheriasarai",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5372,7848,All India,"M.G.M.
MEDICAL
COLLEGE,JAMS
HEDPUR",MBBS,"Not
Reported",All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5373,7850,-,-,-,-,All India,"M.P. SHAH
MEDICAL
COLLEGE,
JAMNAGAR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5374,7852,"IP
Universit
y Quota","Vardhman
Mahavir Medical
College and
Safdarjung
Hospital New
Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5375,7855,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,Reported,All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5376,7856,All India,"KURNOOL
MEDICAL
COLLEGE,
KURNOOL",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5377,7858,-,-,-,-,All India,"M.P. SHAH
MEDICAL
COLLEGE,
JAMNAGAR",MBBS,"Not
Reported","Open
Seat
Quota","AIIMS,
Madurai,
AIIMS
MADUR
AI, Tamil
Nadu,
625008",MBBS,OBC,OBC,17,"Fresh
Allotted in
3nd
Round"
5378,7859,All India,"ATAL BIHARI
VAJPAYEE
GOVERNMENT
MEDICAL
COLLEGE,
VIDISHA",MBBS,"Not
Reported",All India,"S.N. MEDICAL
COLLEGE,
AGRA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5379,7860,All India,"CHHATTISGAR
H INSTITUTE
OF MEDICAL
SCIENCES,
BILASP",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5380,7861,-,-,-,-,All India,"Govt Medical
College
Faizabad",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5381,7864,All India,"NETAJI
SUBHASH
CHANDRA
BOSE
MC,JABALPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5382,7865,All India,"THANJAVUR
MEDICAL
COLL.,THANJAV
UR",MBBS,"Not
Reported",All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5383,7868,All India,"MAHARAJA K.C.
GAJAPATI
M.C.,BRAHMAP
UR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5384,7871,All India,"COLLEGE OF
MEDICINE and
JNM HOSPITAL,
KALYANI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5385,7872,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5386,7874,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5387,7875,All India,"Govt Medical
College, Idukki",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5388,7876,All India,"GOVERNMENT
MEDICAL
COLLEGE AND
GENERAL
HOSPITAL,
SATARA",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5389,7879,-,-,-,-,All India,"NAIR HOSP
DENTAL
COLLEGE &
HOSP,MUMBAI",BDS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5390,7880,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5391,7881,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
5392,7882,All India,"STANLEY
MEDICAL
COLLEGE,
CHENNAI",MBBS,Reported,-,-,-,-,"Open
Seat
Quota","JIPMER
KARAIK
AL,Dhan
vantari
Nagar
Gorimed
u
Puduche
rry
605006,
Puduche
rry,
605006",MBBS,EWS,EWS,3,Upgraded
5393,7883,All India,"SHRI KALYAN
GOVT MEDICAL
COLLEGE
SIKAR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5394,7884,"Open
Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5395,7887,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5396,7889,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5397,7892,-,-,-,-,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5398,7893,-,-,-,-,-,-,-,-,All India,"KURNO
OL
MEDICA
L
COLLEG
E,
KURNO
OL,BUD
HAWAR
PET,
KURNO
OL.,
Andhra
Pradesh,
518002",MBBS,Open,GN,4,"Fresh
Allotted in
3nd
Round"
5399,7895,All India,"RAJIV GANDHI
INSTITUTE OF
MEDICAL
SCIENCES,
KADAPA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5400,7896,-,-,-,-,All India,"M.P. SHAH
MEDICAL
COLLEGE,
JAMNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5401,7897,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,"Not
Reported",All India,"MEDICAL
COLLEGE,
BARODA",MBBS,Reported,All India,"INDIRA
GANDHI
MEDICA
L COLL.,
SHIMLA,
IGMC
SHIMLA
NEAR
LAKKAR
BAZAR
SHIMLA,
Himachal
Pradesh,
171001",MBBS,EWS,EWS,21,Upgraded
5402,7899,All India,"GAJRA RAJA
MEDICAL
COLLEGE,
GWALIOR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5403,7901,-,-,-,-,-,-,-,-,"Open
Seat
Quota","AIIMS,
Madurai,
AIIMS
MADUR
AI, Tamil
Nadu,
625008",MBBS,OBC,OBC,8,"Fresh
Allotted in
3nd
Round"
5404,7903,-,-,-,-,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5405,7905,All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,"Not
Reported",All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,"Not
Reported",All India,"B.J.
Governm
ent
Medical
College,
Pune,Sa
ssoon
Hospital
Compou
nd, Near
Pune
Railway
station
J.P.
Narayan
Road,
Pune,
Maharas
htra,
411001",MBBS,OBC,OBC,37,"Fresh
Allotted in
3nd
Round"
5406,7915,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5407,7917,All India,"Indira Gandhi
Medical College
& RI, Puducherry",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5408,7920,All India,"Pt. Jawahar Lal
Nehru Govt.
Med. College,
Chamba",MBBS,"Not
Reported",All India,"Govt. Medical
College, Jammu",MBBS,"Not
Reported",All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,GN,27,"Fresh
Allotted in
3nd
Round"
5409,7925,All India,"NEIGRIHMS,
SHILLONG",MBBS,"Not
Reported",All India,"GAJRA RAJA
MEDICAL
COLLEGE,
GWALIOR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5410,7927,All India,"Sagar Dutta
Medical College
& Hospital,
Kolkata",MBBS,Reported,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,Reported,All India,"NILRATA
N
SIRKAR
MEDICA
L
COLLEG
E,
KOLKAT
A,138
AJC
Bose
Road,
Kolkata -
700014,
West
Bengal,
700014",MBBS,OBC,OBC,33,Upgraded
5411,7928,All India,"Govt Medical
College, Idukki",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5412,7931,All India,"ASSAM
MEDICAL
COLLEGE,
DIBRUGARH",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5413,7932,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5414,7933,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5415,7935,All India,"MYSORE
MED.&
RESEARCH
INST. MYSORE",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5416,7938,All India,"Government
Medical College,
Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5417,7940,-,-,-,-,All India,"Shri Atal Bihari
Vajpayee
Medical College
& Research
Institute,
Bengaluru",MBBS,"Not
Reported",All India,"STANLE
Y
MEDICA
L
COLLEG
E,
CHENNA
I,No.1,
Old Jail
Road
Chennai,
Tamil
Nadu,
600001",MBBS,Open,OBC,3,"Fresh
Allotted in
3nd
Round"
5418,7942,-,-,-,-,-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,GN,4,"Fresh
Allotted in
3nd
Round"
5419,7943,All India,"KURNOOL
MEDICAL
COLLEGE,
KURNOOL",MBBS,"Not
Reported",All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5420,7945,All India,"GUWAHATI
MEDICAL
COLLEGE,
GUWAHATI",MBBS,"Not
Reported",All India,"GUWAHATI
MEDICAL
COLLEGE,
GUWAHATI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5421,7948,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5422,7949,All India,"Autonomous
State Medical
College Society ,
Mirzapur",MBBS,"Not
Reported",All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5423,7950,All India,"Government
Medical College,
Konni",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5424,7952,All India,"CHHATTISGAR
H INSTITUTE
OF MEDICAL
SCIENCES,
BILASP",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5425,7955,All India,"GAJRA RAJA
MEDICAL
COLLEGE,
GWALIOR",MBBS,"Not
Reported",All India,"Hinduhridayasa
mrat Balasaheb
Thackeray
Medical College
and Dr. R. N.
Cooper
Municipal
General Hospital,
Maharashtra",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5426,7956,All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,"Not
Reported",All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,Reported,All India,"M.G.M.
MEDICA
L
COLLEG
E,
INDORE,
AB
ROAD
INDORE,
Madhya
Pradesh,
452001",MBBS,OBC,OBC,1,Upgraded
5427,7957,All India,"Government
Doon Medcial
College,
Dehradun",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5428,7959,All India,"Darbhanga
Medical College,
Laheriasarai",MBBS,"Not
Reported",All India,"S.N. MEDICAL
COLLEGE,
AGRA",MBBS,Reported,All India,"MOTI
LAL
NEHRU
MEDICA
L COLL,
ALLAHA
BAD,Prin
cipal
Office
Moti Lal
Nehru
Medical
College,
Lowther
Road
George
Town
Prayagra
j, Uttar
Pradesh,
211001",MBBS,Open,OBC,22,Upgraded
