SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
6090,8908,AIQ,Kakatiya Medical College Warangal,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6091,8911,AIQ,"SHIMOGA INST. OF MEDICAL SCI.,
SHIMOGA",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6092,8912,AIQ,"VIJAYNAGAR INST OF MED.
SC,BELLARY",MBBS,Reported,AIQ,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,GN,GNNO,20,Upgraded,
6093,8913,AIQ,"NEIGRIHMS, SHILLONG",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6094,8915,AIQ,"Rajkiya Medical College, Jalaun",MBBS,Not Reported,AIQ,"Government Medical College, Bhilwara",MBBS,GN,GNNO,11,Fresh Allotted in 2nd Round,
6095,8916,-,-,-,-,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,GNNO,41,Fresh Allotted in 2nd Round,
6096,8919,-,-,-,-,AIQ,"Govt. Medical College, Kannauj",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
6097,8923,-,-,-,-,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,OBC,23,Fresh Allotted in 2nd Round,
6098,8924,-,-,-,-,AIQ,"Darbhanga Medical College, Laheriasarai",MBBS,GN,OBC,36,Fresh Allotted in 2nd Round,
6099,8926,AIQ,"Siddartha Medical College, Vijayawada",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.,
6100,8929,AIQ,Diamond Harbour Govt Medical College,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6101,8931,AIQ,"Siddartha Medical College, Vijayawada",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6102,8935,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6103,8936,AIQ,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,Not Reported,AIQ,"GUNTUR MEDICAL COLLEGE,
GUNTUR",MBBS,GN,GNNO,38,Fresh Allotted in 2nd Round,
6104,8937,AIQ,"Rajkiya Medical College, Jalaun",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6105,8941,-,-,-,-,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,OBC,18,Fresh Allotted in 2nd Round,
6106,8942,AIQ,"MG Inst. of Medical Sciences, Sevagram
Wardha",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6107,8943,-,-,-,-,AIQ,"Government Medical College, Bhilwara",MBBS,GN,OBC,20,Fresh Allotted in 2nd Round,
6108,8944,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,GN,EW NO,8,Fresh Allotted in 2nd Round,
6109,8948,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,41,Fresh Allotted in 2nd Round,
6110,8949,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6111,8950,AIQ,"ESIC MC, Gulbarga, Karnataka",MBBS,Not Reported,AIQ,"GOA MEDICAL COLLEGE, PANAJI",MBBS,GN,GNNO,24,Fresh Allotted in 2nd Round,
6112,8951,AIQ,Govt Medical College Ratlam,MBBS,Reported,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,GNNO,23,Upgraded,
6113,8958,AIQ,"ACSR Govt Medical College, Nellore",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6114,8960,AIQ,"SH VASANT RAO NAIK
GOVT.M.C.,YAVATMAL",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6115,8964,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6116,8965,AIQ,College of Medicine and JNM Hospital,MBBS,Not Reported,AIQ,Government Medical College Hamirpur,MBBS,GN,EW NO,24,Fresh Allotted in 2nd Round,
6117,8966,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6118,8971,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.,
6119,8972,AIQ,"SHIMOGA INST. OF MEDICAL SCI.,
SHIMOGA",MBBS,Reported,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,GNNO,10,Upgraded,
6120,8975,AIQ,"Karwar Institute of Medical Sciences,
Karwar",MBBS,Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,OBC,18,Upgraded,
6121,8978,AIQ,"SRI KRISHNA MEDICAL COLLEGE,
MUZAFFARPUR",MBBS,Not Reported,AIQ,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,GN,GNNO,25,Fresh Allotted in 2nd Round,
6122,8979,AIQ,"Siddartha Medical College, Vijayawada",MBBS,Not Reported,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,OBC,23,Fresh Allotted in 2nd Round,
6123,8984,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6124,8986,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6125,8987,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6126,8989,AIQ,"Shri Vinobha Bhave Institute Medical
Sciences",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6127,8990,AIQ,"Shri Vinobha Bhave Institute Medical
Sciences",MBBS,"Seat
Surrendered",AIQ,"Government Medical College, Bhilwara",MBBS,GN,GNNO,32,Fresh Allotted in 2nd Round,
6128,8993,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,EW NO,61,Fresh Allotted in 2nd Round,
6129,8994,AIQ,"Siddartha Medical College, Vijayawada",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.,
6130,8997,-,-,-,-,AIQ,"IRT Perundurai Medical College,
Perundurai",MBBS,GN,GNNO,29,Fresh Allotted in 2nd Round,
6131,9001,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,GNNO,20,Upgraded,
6132,9003,-,-,-,-,AIQ,"Govt Medical College, Churu",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6133,9004,AIQ,"RUHS College of Medical Sciences,
Jaipur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6134,9005,AIQ,"RAJIV GANDHI INSTITUTE OF
MEDICAL SCIENCES, KADAPA",MBBS,Not Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,GNNO,19,Fresh Allotted in 2nd Round,
6135,9006,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6136,9008,AIQ,"Government Medical College, Banda",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6137,9011,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,EW NO,21,Fresh Allotted in 2nd Round,
6138,9013,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,AIQ,"GUNTUR MEDICAL COLLEGE,
GUNTUR",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
6139,9015,AIQ,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,Not Reported,AIQ,"GOVT. MEDICAL
COLLEGE,AURANGABAD",MBBS,GN,OBC,42,Fresh Allotted in 2nd Round,
6140,9016,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6141,9017,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Reported,AIQ,"ESI-PGIMSR, Chennai, TN",MBBS,GN,GNNO,22,Upgraded,
6142,9019,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Not Reported,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,OBC,22,Fresh Allotted in 2nd Round,
6143,9020,-,-,-,-,AIQ,"Bowring lady Curzon Medical College
Reserch Institute",MBBS,GN,GNNO,23,Fresh Allotted in 2nd Round,
6144,9022,AIQ,"Government Medcial College, Ambikapur",MBBS,Not Reported,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,OBC,36,Fresh Allotted in 2nd Round,
6145,9023,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6146,9025,AIQ,"Government Medical College, Banda",MBBS,Not Reported,AIQ,Government Medical College Hamirpur,MBBS,GN,GNNO,23,Fresh Allotted in 2nd Round,
6147,9027,AIQ,"SILCHAR MEDICAL COLLEGE,
SILCHER",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6148,9028,AIQ,"SRI KRISHNA MEDICAL COLLEGE,
MUZAFFARPUR",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6149,9029,AIQ,"GMC, Shahjhanpur",MBBS,Not Reported,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
6150,9030,AIQ,"REGIONAL INST OF MEDICAL SCI,
IMPHAL",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6151,9032,-,-,-,-,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,GNNO,39,Fresh Allotted in 2nd Round,
6152,9033,-,-,-,-,AIQ,"Government Medical College, Bharatpur",MBBS,GN,OBC,36,Fresh Allotted in 2nd Round,
6153,9038,-,-,-,-,AIQ,"Bowring lady Curzon Medical College
Reserch Institute",MBBS,GN,OBC,17,Fresh Allotted in 2nd Round,
6154,9040,-,-,-,-,AIQ,"Darbhanga Medical College, Laheriasarai",MBBS,GN,OBC,34,Fresh Allotted in 2nd Round,
6155,9041,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6156,9044,AIQ,"Lt. L A M Govt. Medical College, Raigarh",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6157,9046,AIQ,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6158,9048,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6159,9050,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"Government Medical College, Pali",MBBS,GN,OBC,67,Fresh Allotted in 2nd Round,
6160,9051,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6161,9052,AIQ,"STANLEY MEDICAL COLLEGE,
CHENNAI",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6162,9053,AIQ,"SVIMS - Sri Padmavathi Medical College
for Women, Tirupati",MBBS,Not Reported,AIQ,"GUNTUR MEDICAL COLLEGE,
GUNTUR",MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
6163,9054,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6164,9057,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6165,9059,AIQ,Govt Medical College Basti,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6166,9060,AIQ,"GMC, Shahjhanpur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6167,9062,AIQ,"Rajkiya Medical College, Jalaun",MBBS,Not Reported,AIQ,"GOA MEDICAL COLLEGE, PANAJI",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
6168,9063,-,-,-,-,AIQ,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6169,9064,AIQ,"UTTARANCHAL F HOSP TRUST
MC,HALDWANI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6170,9068,JEI,"JIPMER,PUDUCHERRY,INTERNAL",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6171,9070,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,AIQ,"GUNTUR MEDICAL COLLEGE,
GUNTUR",MBBS,GN,EW NO,5,Fresh Allotted in 2nd Round,
6172,9072,AIQ,Govt Medical College Ratlam,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6173,9075,AIQ,"UTTARANCHAL F HOSP TRUST
MC,HALDWANI",MBBS,Not Reported,AIQ,"Darbhanga Medical College, Laheriasarai",MBBS,GN,GNNO,42,Fresh Allotted in 2nd Round,
6174,9080,-,-,-,-,AIQ,"V.S.S. MEDICAL COLLEGE, BURLA",MBBS,GN,GNNO,22,Fresh Allotted in 2nd Round,
6175,9081,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6176,9082,AMU,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6177,9084,AIQ,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6178,9085,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6179,9086,AIQ,"V.S.S. MEDICAL COLLEGE, BURLA",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6180,9087,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,AIQ,"GUWAHATI MEDICAL COLLEGE,
GUWAHATI",MBBS,GN,GNNO,24,Fresh Allotted in 2nd Round,
6181,9088,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,OBC,17,Fresh Allotted in 2nd Round,
6182,9089,AIQ,"Government Medical College, Banda",MBBS,Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,52,Upgraded,
6183,9092,AIQ,Kakatiya Medical College Warangal,MBBS,"Seat
Surrendered",-,-,-,-,-,-,Did not fill up fresh choices.,
6184,9094,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6185,9102,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6186,9103,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,OBC,25,Fresh Allotted in 2nd Round,
6187,9105,-,-,-,-,AIQ,"Indira Gandhi Medical College & RI,
Puducherry",MBBS,GN,GNNO,11,Fresh Allotted in 2nd Round,
6188,9106,AIQ,"SH VASANT RAO NAIK
GOVT.M.C.,YAVATMAL",MBBS,Reported,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,OBC,3,Upgraded,
6189,9107,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6190,9111,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Reported,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,GNNO,33,Upgraded,
6191,9112,AIQ,"RIMS, Ongole",MBBS,Not Reported,AIQ,"M.G.M. MEDICAL
COLLEGE,JAMSHEDPUR",MBBS,GN,GNNO,11,Fresh Allotted in 2nd Round,
6192,9114,-,-,-,-,AIQ,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,GN,OBC,6,Fresh Allotted in 2nd Round,
6193,9116,-,-,-,-,AIQ,"Kalpana Chawla Govt. Medical College,
Karnal",MBBS,GN,GNNO,4,Fresh Allotted in 2nd Round,
6194,9117,-,-,-,-,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,EW NO,39,Fresh Allotted in 2nd Round,
6195,9118,AIQ,"ESIC Medical College, Hyderabad",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6196,9120,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6197,9123,AIQ,College of Medicine and JNM Hospital,MBBS,Not Reported,AIQ,"GUWAHATI MEDICAL COLLEGE,
GUWAHATI",MBBS,GN,GNNO,29,Fresh Allotted in 2nd Round,
6198,9126,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
6199,9127,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Not Reported,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,GNNO,27,Fresh Allotted in 2nd Round,
6200,9130,AIQ,"UTTARANCHAL F HOSP TRUST
MC,HALDWANI",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6201,9132,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Not Reported,AIQ,"THOOTHUKUDI MEDICAL
COLLEGE,THOOTHUKUDI",MBBS,GN,GNNO,19,Fresh Allotted in 2nd Round,
6202,9133,-,-,-,-,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,OBC,37,Fresh Allotted in 2nd Round,
6203,9134,-,-,-,-,AIQ,"Government Dental College, Alappuzha",BDS,GN,GNNO,22,Fresh Allotted in 2nd Round,
6204,9135,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,GNNO,13,Fresh Allotted in 2nd Round,
6205,9136,-,-,-,-,AIQ,"GOA MEDICAL COLLEGE, PANAJI",MBBS,GN,GNNO,29,Fresh Allotted in 2nd Round,
6206,9139,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,Reported,AIQ,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,GN,GNNO,12,Upgraded,
6207,9142,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Not Reported,AIQ,"GOVT. DHARAMAPURI MED
COLL,DHARMAPURI",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6208,9145,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6209,9148,AIQ,"V.S.S. MEDICAL COLLEGE, BURLA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6210,9149,AIQ,"ACSR Govt Medical College, Nellore",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6211,9152,-,-,-,-,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6212,9155,AIQ,"Government Medical College, Banda",MBBS,Not Reported,AIQ,"Kalpana Chawla Govt. Medical College,
Karnal",MBBS,GN,GNNO,24,Fresh Allotted in 2nd Round,
6213,9157,-,-,-,-,AIQ,"Sri Venkateswara Medical College,
Tirupati",MBBS,GN,OBC,9,Fresh Allotted in 2nd Round,
6214,9158,AIQ,"VIJAYNAGAR INST OF MED.
SC,BELLARY",MBBS,Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,GNNO,16,Upgraded,
6215,9159,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6216,9160,AIQ,"Tezpur Medical College, Tezpur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6217,9161,-,-,-,-,AIQ,"GOVT. DENTAL COLLEGE,
TRIVANDRUM",BDS,GN,GNNO,5,Fresh Allotted in 2nd Round,
6218,9162,-,-,-,-,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,OBC,25,Fresh Allotted in 2nd Round,
6219,9165,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN,GNNO,43,Fresh Allotted in 2nd Round,
6220,9167,AIQ,"ESI-PGIMSR, Chennai, TN",MBBS,Not Reported,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,OBC,9,Fresh Allotted in 2nd Round,
6221,9169,AIQ,"Government Medcial College, Ambikapur",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,42,Fresh Allotted in 2nd Round,
6222,9170,AIQ,"Government Medical College,
Mahabubangar",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6223,9171,AIQ,"ESI-PGIMSR, Chennai, TN",MBBS,Not Reported,AIQ,"Bowring lady Curzon Medical College
Reserch Institute",MBBS,GN,EW NO,36,Fresh Allotted in 2nd Round,
6224,9172,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6225,9173,AIQ,"RAICHUR INST. OF MEDICAL SCI.,
RAICHUR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6226,9175,-,-,-,-,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,GNNO,6,Fresh Allotted in 2nd Round,
6227,9177,AIQ,"DR. VAISHAMPAYAM MEMORIAL
M.C.,SHOLAPUR",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,OBC,83,Fresh Allotted in 2nd Round,
6228,9178,-,-,-,-,AIQ,"Government Medical College, Bharatpur",MBBS,GN,GNNO,31,Fresh Allotted in 2nd Round,
6229,9179,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,19,Fresh Allotted in 2nd Round,
6230,9184,AIQ,Gadag Institute of Medical Sciences,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6231,9185,AIQ,"ACSR Govt Medical College, Nellore",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6232,9186,AIQ,"ESI-PGIMSR, Chennai, TN",MBBS,"Seat
Surrendered",AIQ,"Government Medical College,
Omandurar",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6233,9187,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Reported,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,GNNO,39,Upgraded,
6234,9189,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,GNNO,40,Upgraded,
6235,9190,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6236,9191,AIQ,Diamond Harbour Govt Medical College,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6237,9192,AIQ,Govt Medical College Ratlam,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6238,9193,AIQ,"Karwar Institute of Medical Sciences,
Karwar",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6239,9195,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"GOVT. DHARAMAPURI MED
COLL,DHARMAPURI",MBBS,GN,OBC,20,Fresh Allotted in 2nd Round,
6240,9196,AIQ,"ESIC Medical College, Hyderabad",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6241,9197,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6242,9198,AIQ,"Rajkiya Medical College, Jalaun",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6243,9199,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Not Reported,AIQ,"Darbhanga Medical College, Laheriasarai",MBBS,GN,OBC,60,Fresh Allotted in 2nd Round,
6244,9200,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6245,9203,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6246,9207,AIQ,Govt Medical College Basti,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6247,9211,-,-,-,-,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,OBC,29,Fresh Allotted in 2nd Round,
6248,9212,-,-,-,-,AIQ,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,GN,OBC,39,Fresh Allotted in 2nd Round,
6249,9215,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6250,9216,AIQ,"IRT Perundurai Medical College,
Perundurai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6251,9220,AIQ,Govt Medical College Ratlam,MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,90,Fresh Allotted in 2nd Round,
6252,9221,AIQ,"V.S.S. MEDICAL COLLEGE, BURLA",MBBS,Not Reported,AIQ,"MAHARAJA K.C. GAJAPATI
M.C.,BRAHMAPUR",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
6253,9222,AIQ,"Kodagu Institute of Medical Sciences,
Kodagu",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Did not fill up fresh choices.,
6254,9223,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,GNNO,32,Fresh Allotted in 2nd Round,
